Abbreviation	Description	Reaction	GPR	Genes	Proteins	Subsystem	Reversible	Lower bound	Upper bound	Objective	Confidence Score	EC Number	Notes	References
r_3327	PE phospholipase A2 (1-18:1, 2-16:1), lipid particle	C00001[l] + s_3708[l]  <=> C00080[l] + C08362[l] + s_3691[l] 	YKR089C	YKR089C			1	0	1000	0				
r_3328	PE phospholipase A2 (1-16:0, 2-18:1), lipid particle	C00001[l] + s_3686[l]  <=> C00080[l] + C00712[l] + s_3685[l] 	YKR089C	YKR089C			1	0	1000	0				
r_3329	PE phospholipase A2 (1-16:1, 2-18:1), lipid particle	C00001[l] + s_3688[l]  <=> C00080[l] + C00712[l] + s_3687[l] 	YKR089C	YKR089C			1	0	1000	0				
r_3330	PE phospholipase A2 (1-18:0, 2-18:1), lipid particle	C00001[l] + s_3690[l]  <=> C00080[l] + C00712[l] + s_3689[l] 	YKR089C	YKR089C			1	0	1000	0				
r_3331	PE phospholipase A2 (1-18:1, 2-18:1), lipid particle	C00001[l] + s_3692[l]  <=> C00080[l] + C00712[l] + s_3691[l] 	YKR089C	YKR089C			1	0	1000	0				
r_3332	PA kinase (1-16:0, 2-16:1), Golgi membrane	s_2993[h] + C00002[h]  <=> C00008[h] + s_3624[h] 					1	-1000	1000	0				
r_3333	PA kinase (1-16:1, 2-16:1), Golgi membrane	s_2999[h] + C00002[h]  <=> C00008[h] + s_3625[h] 					1	-1000	1000	0				
r_3334	PA kinase (1-18:0, 2-16:1), Golgi membrane	s_3003[h] + C00002[h]  <=> C00008[h] + s_3626[h] 					1	-1000	1000	0				
r_3335	PA kinase (1-18:1, 2-16:1), Golgi membrane	s_3007[h] + C00002[h]  <=> C00008[h] + s_3627[h] 					1	-1000	1000	0				
r_3336	PA kinase (1-16:0, 2-18:1), Golgi membrane	s_2997[h] + C00002[h]  <=> C00008[h] + s_3628[h] 					1	-1000	1000	0				
r_3337	PA kinase (1-16:1, 2-18:1), Golgi membrane	s_3001[h] + C00002[h]  <=> C00008[h] + s_3629[h] 					1	-1000	1000	0				
r_3338	PA kinase (1-18:0, 2-18:1), Golgi membrane	s_3005[h] + C00002[h]  <=> C00008[h] + s_3630[h] 					1	-1000	1000	0				
r_3339	PA kinase (1-18:1, 2-18:1), Golgi membrane	s_3009[h] + C00002[h]  <=> C00008[h] + s_3631[h] 					1	-1000	1000	0				
r_3340	PA kinase (1-16:0, 2-16:1), vacuolar membrane	s_2975[z] + C00002[z]  <=> C00008[z] + s_3616[z] 					1	-1000	1000	0				
r_3341	PA kinase (1-16:1, 2-16:1), vacuolar membrane	s_2981[z] + C00002[z]  <=> C00008[z] + s_3617[z] 					1	-1000	1000	0				
r_3342	PA kinase (1-18:0, 2-16:1), vacuolar membrane	s_2985[z] + C00002[z]  <=> C00008[z] + s_3618[z] 					1	-1000	1000	0				
r_3343	PA kinase (1-18:1, 2-16:1), vacuolar membrane	s_2989[z] + C00002[z]  <=> C00008[z] + s_3619[z] 					1	-1000	1000	0				
r_3344	PA kinase (1-16:0, 2-18:1), vacuolar membrane	s_2979[z] + C00002[z]  <=> C00008[z] + s_3620[z] 					1	-1000	1000	0				
r_3345	PA kinase (1-16:1, 2-18:1), vacuolar membrane	s_2983[z] + C00002[z]  <=> C00008[z] + s_3621[z] 					1	-1000	1000	0				
r_3346	PA kinase (1-18:0, 2-18:1), vacuolar membrane	s_2987[z] + C00002[z]  <=> C00008[z] + s_3622[z] 					1	-1000	1000	0				
r_3347	PA kinase (1-18:1, 2-18:1), vacuolar membrane	s_2991[z] + C00002[z]  <=> C00008[z] + s_3623[z] 					1	-1000	1000	0				
r_3348	inositolphosphotransferase (PI (1-16:0, 2-16:1) MIPC-A (C24))	s_1117[g] + s_3358[h]  <=> s_0862[g] + s_2996[h] 	YDR072C	YDR072C			1	0	1000	0				
r_3349	inositolphosphotransferase (PI (1-16:1, 2-16:1) MIPC-A (C24))	s_1117[g] + s_3362[h]  <=> s_0862[g] + s_3000[h] 	YDR072C	YDR072C			1	0	1000	0				
r_3350	inositolphosphotransferase (PI (1-18:0, 2-16:1) MIPC-A (C24))	s_1117[g] + s_3364[h]  <=> s_0862[g] + s_3004[h] 	YDR072C	YDR072C			1	0	1000	0				
r_3351	inositolphosphotransferase (PI (1-18:1, 2-16:1) MIPC-A (C24))	s_1117[g] + s_3366[h]  <=> s_0862[g] + s_3008[h] 	YDR072C	YDR072C			1	0	1000	0				
r_3352	inositolphosphotransferase (PI (1-16:0, 2-18:1) MIPC-A (C24))	s_1117[g] + s_3368[h]  <=> s_0862[g] + s_2998[h] 	YDR072C	YDR072C			1	0	1000	0				
r_3353	inositolphosphotransferase (PI (1-16:1, 2-18:1) MIPC-A (C24))	s_1117[g] + s_3370[h]  <=> s_0862[g] + s_3002[h] 	YDR072C	YDR072C			1	0	1000	0				
r_3354	inositolphosphotransferase (PI (1-18:0, 2-18:1) MIPC-A (C24))	s_1117[g] + s_3372[h]  <=> s_0862[g] + s_3006[h] 	YDR072C	YDR072C			1	0	1000	0				
r_3355	inositolphosphotransferase (PI (1-18:1, 2-18:1) MIPC-A (C24))	s_1117[g] + s_3374[h]  <=> s_0862[g] + s_3010[h] 	YDR072C	YDR072C			1	0	1000	0				
r_3356	inositolphosphotransferase (PI (1-16:0, 2-16:1) MIPC-A (C26))	s_1120[g] + s_3358[h]  <=> s_0865[g] + s_2996[h] 	YDR072C	YDR072C			1	0	1000	0				
r_3357	inositolphosphotransferase (PI (1-16:1, 2-16:1) MIPC-A (C26))	s_1120[g] + s_3362[h]  <=> s_0865[g] + s_3000[h] 	YDR072C	YDR072C			1	0	1000	0				
r_3358	inositolphosphotransferase (PI (1-18:0, 2-16:1) MIPC-A (C26))	s_1120[g] + s_3364[h]  <=> s_0865[g] + s_3004[h] 	YDR072C	YDR072C			1	0	1000	0				
r_3359	inositolphosphotransferase (PI (1-18:1, 2-16:1) MIPC-A (C26))	s_1120[g] + s_3366[h]  <=> s_0865[g] + s_3008[h] 	YDR072C	YDR072C			1	0	1000	0				
r_3360	inositolphosphotransferase (PI (1-16:0, 2-18:1) MIPC-A (C26))	s_1120[g] + s_3368[h]  <=> s_0865[g] + s_2998[h] 	YDR072C	YDR072C			1	0	1000	0				
r_3361	inositolphosphotransferase (PI (1-16:1, 2-18:1) MIPC-A (C26))	s_1120[g] + s_3370[h]  <=> s_0865[g] + s_3002[h] 	YDR072C	YDR072C			1	0	1000	0				
r_3362	inositolphosphotransferase (PI (1-18:0, 2-18:1) MIPC-A (C26))	s_1120[g] + s_3372[h]  <=> s_0865[g] + s_3006[h] 	YDR072C	YDR072C			1	0	1000	0				
r_3363	inositolphosphotransferase (PI (1-18:1, 2-18:1) MIPC-A (C26))	s_1120[g] + s_3374[h]  <=> s_0865[g] + s_3010[h] 	YDR072C	YDR072C			1	0	1000	0				
r_3364	inositolphosphotransferase (PI (1-16:0, 2-16:1) MIPC-B' (C24))	s_1129[g] + s_3358[h]  <=> s_0874[g] + s_2996[h] 	YDR072C	YDR072C			1	0	1000	0				
r_3365	inositolphosphotransferase (PI (1-16:1, 2-16:1) MIPC-B' (C24))	s_1129[g] + s_3362[h]  <=> s_0874[g] + s_3000[h] 	YDR072C	YDR072C			1	0	1000	0				
r_3366	inositolphosphotransferase (PI (1-18:0, 2-16:1) MIPC-B' (C24))	s_1129[g] + s_3364[h]  <=> s_0874[g] + s_3004[h] 	YDR072C	YDR072C			1	0	1000	0				
r_3367	inositolphosphotransferase (PI (1-18:1, 2-16:1) MIPC-B' (C24))	s_1129[g] + s_3366[h]  <=> s_0874[g] + s_3008[h] 	YDR072C	YDR072C			1	0	1000	0				
r_3368	inositolphosphotransferase (PI (1-16:0, 2-18:1) MIPC-B' (C24))	s_1129[g] + s_3368[h]  <=> s_0874[g] + s_2998[h] 	YDR072C	YDR072C			1	0	1000	0				
r_3369	inositolphosphotransferase (PI (1-16:1, 2-18:1) MIPC-B' (C24))	s_1129[g] + s_3370[h]  <=> s_0874[g] + s_3002[h] 	YDR072C	YDR072C			1	0	1000	0				
r_3370	inositolphosphotransferase (PI (1-18:0, 2-18:1) MIPC-B' (C24))	s_1129[g] + s_3372[h]  <=> s_0874[g] + s_3006[h] 	YDR072C	YDR072C			1	0	1000	0				
r_3371	inositolphosphotransferase (PI (1-18:1, 2-18:1) MIPC-B' (C24))	s_1129[g] + s_3374[h]  <=> s_0874[g] + s_3010[h] 	YDR072C	YDR072C			1	0	1000	0				
r_3372	inositolphosphotransferase (PI (1-16:0, 2-16:1) MIPC-B' (C26))	s_1132[g] + s_3358[h]  <=> s_0877[g] + s_2996[h] 	YDR072C	YDR072C			1	0	1000	0				
r_3373	inositolphosphotransferase (PI (1-16:1, 2-16:1) MIPC-B' (C26))	s_1132[g] + s_3362[h]  <=> s_0877[g] + s_3000[h] 	YDR072C	YDR072C			1	0	1000	0				
r_3374	inositolphosphotransferase (PI (1-18:0, 2-16:1) MIPC-B' (C26))	s_1132[g] + s_3364[h]  <=> s_0877[g] + s_3004[h] 	YDR072C	YDR072C			1	0	1000	0				
r_3375	inositolphosphotransferase (PI (1-18:1, 2-16:1) MIPC-B' (C26))	s_1132[g] + s_3366[h]  <=> s_0877[g] + s_3008[h] 	YDR072C	YDR072C			1	0	1000	0				
r_3376	inositolphosphotransferase (PI (1-16:0, 2-18:1) MIPC-B' (C26))	s_1132[g] + s_3368[h]  <=> s_0877[g] + s_2998[h] 	YDR072C	YDR072C			1	0	1000	0				
r_3377	inositolphosphotransferase (PI (1-16:1, 2-18:1) MIPC-B' (C26))	s_1132[g] + s_3370[h]  <=> s_0877[g] + s_3002[h] 	YDR072C	YDR072C			1	0	1000	0				
r_3378	inositolphosphotransferase (PI (1-18:0, 2-18:1) MIPC-B' (C26))	s_1132[g] + s_3372[h]  <=> s_0877[g] + s_3006[h] 	YDR072C	YDR072C			1	0	1000	0				
r_3379	inositolphosphotransferase (PI (1-18:1, 2-18:1) MIPC-B' (C26))	s_1132[g] + s_3374[h]  <=> s_0877[g] + s_3010[h] 	YDR072C	YDR072C			1	0	1000	0				
r_3380	inositolphosphotransferase (PI (1-16:0, 2-16:1) MIPC-B (C24))	s_1123[g] + s_3358[h]  <=> s_0868[g] + s_2996[h] 	YDR072C	YDR072C			1	0	1000	0				
r_3381	inositolphosphotransferase (PI (1-16:1, 2-16:1) MIPC-B (C24))	s_1123[g] + s_3362[h]  <=> s_0868[g] + s_3000[h] 	YDR072C	YDR072C			1	0	1000	0				
r_3382	inositolphosphotransferase (PI (1-18:0, 2-16:1) MIPC-B (C24))	s_1123[g] + s_3364[h]  <=> s_0868[g] + s_3004[h] 	YDR072C	YDR072C			1	0	1000	0				
r_3383	inositolphosphotransferase (PI (1-18:1, 2-16:1) MIPC-B (C24))	s_1123[g] + s_3366[h]  <=> s_0868[g] + s_3008[h] 	YDR072C	YDR072C			1	0	1000	0				
r_3384	inositolphosphotransferase (PI (1-16:0, 2-18:1) MIPC-B (C24))	s_1123[g] + s_3368[h]  <=> s_0868[g] + s_2998[h] 	YDR072C	YDR072C			1	0	1000	0				
r_3385	inositolphosphotransferase (PI (1-16:1, 2-18:1) MIPC-B (C24))	s_1123[g] + s_3370[h]  <=> s_0868[g] + s_3002[h] 	YDR072C	YDR072C			1	0	1000	0				
r_3386	inositolphosphotransferase (PI (1-18:0, 2-18:1) MIPC-B (C24))	s_1123[g] + s_3372[h]  <=> s_0868[g] + s_3006[h] 	YDR072C	YDR072C			1	0	1000	0				
r_3387	inositolphosphotransferase (PI (1-18:1, 2-18:1) MIPC-B (C24))	s_1123[g] + s_3374[h]  <=> s_0868[g] + s_3010[h] 	YDR072C	YDR072C			1	0	1000	0				
r_3388	inositolphosphotransferase (PI (1-16:0, 2-16:1) MIPC-B (C26))	s_1126[g] + s_3358[h]  <=> s_0871[g] + s_2996[h] 	YDR072C	YDR072C			1	0	1000	0				
r_3389	inositolphosphotransferase (PI (1-16:1, 2-16:1) MIPC-B (C26))	s_1126[g] + s_3362[h]  <=> s_0871[g] + s_3000[h] 	YDR072C	YDR072C			1	0	1000	0				
r_3390	inositolphosphotransferase (PI (1-18:0, 2-16:1) MIPC-B (C26))	s_1126[g] + s_3364[h]  <=> s_0871[g] + s_3004[h] 	YDR072C	YDR072C			1	0	1000	0				
r_3391	inositolphosphotransferase (PI (1-18:1, 2-16:1) MIPC-B (C26))	s_1126[g] + s_3366[h]  <=> s_0871[g] + s_3008[h] 	YDR072C	YDR072C			1	0	1000	0				
r_3392	inositolphosphotransferase (PI (1-16:0, 2-18:1) MIPC-B (C26))	s_1126[g] + s_3368[h]  <=> s_0871[g] + s_2998[h] 	YDR072C	YDR072C			1	0	1000	0				
r_3393	inositolphosphotransferase (PI (1-16:1, 2-18:1) MIPC-B (C26))	s_1126[g] + s_3370[h]  <=> s_0871[g] + s_3002[h] 	YDR072C	YDR072C			1	0	1000	0				
r_3394	inositolphosphotransferase (PI (1-18:0, 2-18:1) MIPC-B (C26))	s_1126[g] + s_3372[h]  <=> s_0871[g] + s_3006[h] 	YDR072C	YDR072C			1	0	1000	0				
r_3395	inositolphosphotransferase (PI (1-18:1, 2-18:1) MIPC-B (C26))	s_1126[g] + s_3374[h]  <=> s_0871[g] + s_3010[h] 	YDR072C	YDR072C			1	0	1000	0				
r_3396	inositolphosphotransferase (PI (1-16:0, 2-16:1) MIPC-C (C24))	s_1135[g] + s_3358[h]  <=> s_0880[g] + s_2996[h] 	YDR072C	YDR072C			1	0	1000	0				
r_3397	inositolphosphotransferase (PI (1-16:1, 2-16:1) MIPC-C (C24))	s_1135[g] + s_3362[h]  <=> s_0880[g] + s_3000[h] 	YDR072C	YDR072C			1	0	1000	0				
r_3398	inositolphosphotransferase (PI (1-18:0, 2-16:1) MIPC-C (C24))	s_1135[g] + s_3364[h]  <=> s_0880[g] + s_3004[h] 	YDR072C	YDR072C			1	0	1000	0				
r_3399	inositolphosphotransferase (PI (1-18:1, 2-16:1) MIPC-C (C24))	s_1135[g] + s_3366[h]  <=> s_0880[g] + s_3008[h] 	YDR072C	YDR072C			1	0	1000	0				
r_3400	inositolphosphotransferase (PI (1-16:0, 2-18:1) MIPC-C (C24))	s_1135[g] + s_3368[h]  <=> s_0880[g] + s_2998[h] 	YDR072C	YDR072C			1	0	1000	0				
r_3401	inositolphosphotransferase (PI (1-16:1, 2-18:1) MIPC-C (C24))	s_1135[g] + s_3370[h]  <=> s_0880[g] + s_3002[h] 	YDR072C	YDR072C			1	0	1000	0				
r_3402	inositolphosphotransferase (PI (1-18:0, 2-18:1) MIPC-C (C24))	s_1135[g] + s_3372[h]  <=> s_0880[g] + s_3006[h] 	YDR072C	YDR072C			1	0	1000	0				
r_3403	inositolphosphotransferase (PI (1-18:1, 2-18:1) MIPC-C (C24))	s_1135[g] + s_3374[h]  <=> s_0880[g] + s_3010[h] 	YDR072C	YDR072C			1	0	1000	0				
r_3404	inositolphosphotransferase (PI (1-16:0, 2-16:1) MIPC-C (C26))	s_1138[g] + s_3358[h]  <=> s_0883[g] + s_2996[h] 	YDR072C	YDR072C			1	0	1000	0				
r_3405	inositolphosphotransferase (PI (1-16:1, 2-16:1) MIPC-C (C26))	s_1138[g] + s_3362[h]  <=> s_0883[g] + s_3000[h] 	YDR072C	YDR072C			1	0	1000	0				
r_3406	inositolphosphotransferase (PI (1-18:0, 2-16:1) MIPC-C (C26))	s_1138[g] + s_3364[h]  <=> s_0883[g] + s_3004[h] 	YDR072C	YDR072C			1	0	1000	0				
r_3407	inositolphosphotransferase (PI (1-18:1, 2-16:1) MIPC-C (C26))	s_1138[g] + s_3366[h]  <=> s_0883[g] + s_3008[h] 	YDR072C	YDR072C			1	0	1000	0				
r_3408	inositolphosphotransferase (PI (1-16:0, 2-18:1) MIPC-C (C26))	s_1138[g] + s_3368[h]  <=> s_0883[g] + s_2998[h] 	YDR072C	YDR072C			1	0	1000	0				
r_3409	inositolphosphotransferase (PI (1-16:1, 2-18:1) MIPC-C (C26))	s_1138[g] + s_3370[h]  <=> s_0883[g] + s_3002[h] 	YDR072C	YDR072C			1	0	1000	0				
r_3410	inositolphosphotransferase (PI (1-18:0, 2-18:1) MIPC-C (C26))	s_1138[g] + s_3372[h]  <=> s_0883[g] + s_3006[h] 	YDR072C	YDR072C			1	0	1000	0				
r_3411	inositolphosphotransferase (PI (1-18:1, 2-18:1) MIPC-C (C26))	s_1138[g] + s_3374[h]  <=> s_0883[g] + s_3010[h] 	YDR072C	YDR072C			1	0	1000	0				
r_3412	inositolphosphotransferase (PI (1-16:0, 2-16:1) MIPC-D (C24))	s_1141[g] + s_3358[h]  <=> s_0886[g] + s_2996[h] 	YDR072C	YDR072C			1	0	1000	0				
r_3413	inositolphosphotransferase (PI (1-16:1, 2-16:1) MIPC-D (C24))	s_1141[g] + s_3362[h]  <=> s_0886[g] + s_3000[h] 	YDR072C	YDR072C			1	0	1000	0				
r_3414	inositolphosphotransferase (PI (1-18:0, 2-16:1) MIPC-D (C24))	s_1141[g] + s_3364[h]  <=> s_0886[g] + s_3004[h] 	YDR072C	YDR072C			1	0	1000	0				
r_3415	inositolphosphotransferase (PI (1-18:1, 2-16:1) MIPC-D (C24))	s_1141[g] + s_3366[h]  <=> s_0886[g] + s_3008[h] 	YDR072C	YDR072C			1	0	1000	0				
r_3416	inositolphosphotransferase (PI (1-16:0, 2-18:1) MIPC-D (C24))	s_1141[g] + s_3368[h]  <=> s_0886[g] + s_2998[h] 	YDR072C	YDR072C			1	0	1000	0				
r_3417	inositolphosphotransferase (PI (1-16:1, 2-18:1) MIPC-D (C24))	s_1141[g] + s_3370[h]  <=> s_0886[g] + s_3002[h] 	YDR072C	YDR072C			1	0	1000	0				
r_3418	inositolphosphotransferase (PI (1-18:0, 2-18:1) MIPC-D (C24))	s_1141[g] + s_3372[h]  <=> s_0886[g] + s_3006[h] 	YDR072C	YDR072C			1	0	1000	0				
r_3419	inositolphosphotransferase (PI (1-18:1, 2-18:1) MIPC-D (C24))	s_1141[g] + s_3374[h]  <=> s_0886[g] + s_3010[h] 	YDR072C	YDR072C			1	0	1000	0				
r_3420	inositolphosphotransferase (PI (1-16:0, 2-16:1) MIPC-D (C26))	s_1144[g] + s_3358[h]  <=> s_0889[g] + s_2996[h] 	YDR072C	YDR072C			1	0	1000	0				
r_3421	inositolphosphotransferase (PI (1-16:1, 2-16:1) MIPC-D (C26))	s_1144[g] + s_3362[h]  <=> s_0889[g] + s_3000[h] 	YDR072C	YDR072C			1	0	1000	0				
r_3422	inositolphosphotransferase (PI (1-18:0, 2-16:1) MIPC-D (C26))	s_1144[g] + s_3364[h]  <=> s_0889[g] + s_3004[h] 	YDR072C	YDR072C			1	0	1000	0				
r_3423	inositolphosphotransferase (PI (1-18:1, 2-16:1) MIPC-D (C26))	s_1144[g] + s_3366[h]  <=> s_0889[g] + s_3008[h] 	YDR072C	YDR072C			1	0	1000	0				
r_3424	inositolphosphotransferase (PI (1-16:0, 2-18:1) MIPC-D (C26))	s_1144[g] + s_3368[h]  <=> s_0889[g] + s_2998[h] 	YDR072C	YDR072C			1	0	1000	0				
r_3425	inositolphosphotransferase (PI (1-16:1, 2-18:1) MIPC-D (C26))	s_1144[g] + s_3370[h]  <=> s_0889[g] + s_3002[h] 	YDR072C	YDR072C			1	0	1000	0				
r_3426	inositolphosphotransferase (PI (1-18:0, 2-18:1) MIPC-D (C26))	s_1144[g] + s_3372[h]  <=> s_0889[g] + s_3006[h] 	YDR072C	YDR072C			1	0	1000	0				
r_3427	inositolphosphotransferase (PI (1-18:1, 2-18:1) MIPC-D (C26))	s_1144[g] + s_3374[h]  <=> s_0889[g] + s_3010[h] 	YDR072C	YDR072C			1	0	1000	0				
r_3428	IPC synthase (PI (1-16:0, 2-16:1) ceramide-1 (C24))	s_0476[g] + s_3358[h]  <=> s_0895[g] + s_2996[h] 	(YDR367W AND YKL004W)	YDR367W YKL004W			1	0	1000	0				
r_3429	IPC synthase (PI (1-16:1, 2-16:1) ceramide-1 (C24))	s_0476[g] + s_3362[h]  <=> s_0895[g] + s_3000[h] 	(YDR367W AND YKL004W)	YDR367W YKL004W			1	0	1000	0				
r_3430	IPC synthase (PI (1-18:0, 2-16:1) ceramide-1 (C24))	s_0476[g] + s_3364[h]  <=> s_0895[g] + s_3004[h] 	(YDR367W AND YKL004W)	YDR367W YKL004W			1	0	1000	0				
r_3431	IPC synthase (PI (1-18:1, 2-16:1) ceramide-1 (C24))	s_0476[g] + s_3366[h]  <=> s_0895[g] + s_3008[h] 	(YDR367W AND YKL004W)	YDR367W YKL004W			1	0	1000	0				
r_3432	IPC synthase (PI (1-16:0, 2-18:1) ceramide-1 (C24))	s_0476[g] + s_3368[h]  <=> s_0895[g] + s_2998[h] 	(YDR367W AND YKL004W)	YDR367W YKL004W			1	0	1000	0				
r_3433	IPC synthase (PI (1-16:1, 2-18:1) ceramide-1 (C24))	s_0476[g] + s_3370[h]  <=> s_0895[g] + s_3002[h] 	(YDR367W AND YKL004W)	YDR367W YKL004W			1	0	1000	0				
r_3434	IPC synthase (PI (1-18:0, 2-18:1) ceramide-1 (C24))	s_0476[g] + s_3372[h]  <=> s_0895[g] + s_3006[h] 	(YDR367W AND YKL004W)	YDR367W YKL004W			1	0	1000	0				
r_3435	IPC synthase (PI (1-18:1, 2-18:1) ceramide-1 (C24))	s_0476[g] + s_3374[h]  <=> s_0895[g] + s_3010[h] 	(YDR367W AND YKL004W)	YDR367W YKL004W			1	0	1000	0				
r_3436	IPC synthase (PI (1-16:0, 2-16:1) ceramide-1 (C26))	s_0479[g] + s_3358[h]  <=> s_0898[g] + s_2996[h] 	(YDR367W AND YKL004W)	YDR367W YKL004W			1	0	1000	0				
r_3437	IPC synthase (PI (1-16:1, 2-16:1) ceramide-1 (C26))	s_0479[g] + s_3362[h]  <=> s_0898[g] + s_3000[h] 	(YDR367W AND YKL004W)	YDR367W YKL004W			1	0	1000	0				
r_3438	IPC synthase (PI (1-18:0, 2-16:1) ceramide-1 (C26))	s_0479[g] + s_3364[h]  <=> s_0898[g] + s_3004[h] 	(YDR367W AND YKL004W)	YDR367W YKL004W			1	0	1000	0				
r_3439	IPC synthase (PI (1-18:1, 2-16:1) ceramide-1 (C26))	s_0479[g] + s_3366[h]  <=> s_0898[g] + s_3008[h] 	(YDR367W AND YKL004W)	YDR367W YKL004W			1	0	1000	0				
r_3440	IPC synthase (PI (1-16:0, 2-18:1) ceramide-1 (C26))	s_0479[g] + s_3368[h]  <=> s_0898[g] + s_2998[h] 	(YDR367W AND YKL004W)	YDR367W YKL004W			1	0	1000	0				
r_3441	IPC synthase (PI (1-16:1, 2-18:1) ceramide-1 (C26))	s_0479[g] + s_3370[h]  <=> s_0898[g] + s_3002[h] 	(YDR367W AND YKL004W)	YDR367W YKL004W			1	0	1000	0				
r_3442	IPC synthase (PI (1-18:0, 2-18:1) ceramide-1 (C26))	s_0479[g] + s_3372[h]  <=> s_0898[g] + s_3006[h] 	(YDR367W AND YKL004W)	YDR367W YKL004W			1	0	1000	0				
r_3443	IPC synthase (PI (1-18:1, 2-18:1) ceramide-1 (C26))	s_0479[g] + s_3374[h]  <=> s_0898[g] + s_3010[h] 	(YDR367W AND YKL004W)	YDR367W YKL004W			1	0	1000	0				
r_3444	IPC synthase (PI (1-16:0, 2-16:1) ceramide-2' (C24))	s_0488[g] + s_3358[h]  <=> s_0907[g] + s_2996[h] 	(YDR367W AND YKL004W)	YDR367W YKL004W			1	0	1000	0				
r_3445	IPC synthase (PI (1-16:1, 2-16:1) ceramide-2' (C24))	s_0488[g] + s_3362[h]  <=> s_0907[g] + s_3000[h] 	(YDR367W AND YKL004W)	YDR367W YKL004W			1	0	1000	0				
r_3446	IPC synthase (PI (1-18:0, 2-16:1) ceramide-2' (C24))	s_0488[g] + s_3364[h]  <=> s_0907[g] + s_3004[h] 	(YDR367W AND YKL004W)	YDR367W YKL004W			1	0	1000	0				
r_3447	IPC synthase (PI (1-18:1, 2-16:1) ceramide-2' (C24))	s_0488[g] + s_3366[h]  <=> s_0907[g] + s_3008[h] 	(YDR367W AND YKL004W)	YDR367W YKL004W			1	0	1000	0				
r_3448	IPC synthase (PI (1-16:0, 2-18:1) ceramide-2' (C24))	s_0488[g] + s_3368[h]  <=> s_0907[g] + s_2998[h] 	(YDR367W AND YKL004W)	YDR367W YKL004W			1	0	1000	0				
r_3449	IPC synthase (PI (1-16:1, 2-18:1) ceramide-2' (C24))	s_0488[g] + s_3370[h]  <=> s_0907[g] + s_3002[h] 	(YDR367W AND YKL004W)	YDR367W YKL004W			1	0	1000	0				
r_3450	IPC synthase (PI (1-18:0, 2-18:1) ceramide-2' (C24))	s_0488[g] + s_3372[h]  <=> s_0907[g] + s_3006[h] 	(YDR367W AND YKL004W)	YDR367W YKL004W			1	0	1000	0				
r_3451	IPC synthase (PI (1-18:1, 2-18:1) ceramide-2' (C24))	s_0488[g] + s_3374[h]  <=> s_0907[g] + s_3010[h] 	(YDR367W AND YKL004W)	YDR367W YKL004W			1	0	1000	0				
r_3452	IPC synthase (PI (1-16:0, 2-16:1) ceramide-2' (C26))	s_0491[g] + s_3358[h]  <=> s_0910[g] + s_2996[h] 	(YDR367W AND YKL004W)	YDR367W YKL004W			1	0	1000	0				
r_3453	IPC synthase (PI (1-16:1, 2-16:1) ceramide-2' (C26))	s_0491[g] + s_3362[h]  <=> s_0910[g] + s_3000[h] 	(YDR367W AND YKL004W)	YDR367W YKL004W			1	0	1000	0				
r_3454	IPC synthase (PI (1-18:0, 2-16:1) ceramide-2' (C26))	s_0491[g] + s_3364[h]  <=> s_0910[g] + s_3004[h] 	(YDR367W AND YKL004W)	YDR367W YKL004W			1	0	1000	0				
r_3455	IPC synthase (PI (1-18:1, 2-16:1) ceramide-2' (C26))	s_0491[g] + s_3366[h]  <=> s_0910[g] + s_3008[h] 	(YDR367W AND YKL004W)	YDR367W YKL004W			1	0	1000	0				
r_3456	IPC synthase (PI (1-16:0, 2-18:1) ceramide-2' (C26))	s_0491[g] + s_3368[h]  <=> s_0910[g] + s_2998[h] 	(YDR367W AND YKL004W)	YDR367W YKL004W			1	0	1000	0				
r_3457	IPC synthase (PI (1-16:1, 2-18:1) ceramide-2' (C26))	s_0491[g] + s_3370[h]  <=> s_0910[g] + s_3002[h] 	(YDR367W AND YKL004W)	YDR367W YKL004W			1	0	1000	0				
r_3458	IPC synthase (PI (1-18:0, 2-18:1) ceramide-2' (C26))	s_0491[g] + s_3372[h]  <=> s_0910[g] + s_3006[h] 	(YDR367W AND YKL004W)	YDR367W YKL004W			1	0	1000	0				
r_3459	IPC synthase (PI (1-18:1, 2-18:1) ceramide-2' (C26))	s_0491[g] + s_3374[h]  <=> s_0910[g] + s_3010[h] 	(YDR367W AND YKL004W)	YDR367W YKL004W			1	0	1000	0				
r_3460	IPC synthase (PI (1-16:0, 2-16:1) ceramide-2 (C24))	s_0482[g] + s_3358[h]  <=> s_0901[g] + s_2996[h] 	(YDR367W AND YKL004W)	YDR367W YKL004W			1	0	1000	0				
r_3461	IPC synthase (PI (1-16:1, 2-16:1) ceramide-2 (C24))	s_0482[g] + s_3362[h]  <=> s_0901[g] + s_3000[h] 	(YDR367W AND YKL004W)	YDR367W YKL004W			1	0	1000	0				
r_3462	IPC synthase (PI (1-18:0, 2-16:1) ceramide-2 (C24))	s_0482[g] + s_3364[h]  <=> s_0901[g] + s_3004[h] 	(YDR367W AND YKL004W)	YDR367W YKL004W			1	0	1000	0				
r_3463	IPC synthase (PI (1-18:1, 2-16:1) ceramide-2 (C24))	s_0482[g] + s_3366[h]  <=> s_0901[g] + s_3008[h] 	(YDR367W AND YKL004W)	YDR367W YKL004W			1	0	1000	0				
