orgId	locusId	sysName	geneName	desc	set1IT078 Glucose (C) (40mM)	set1IT079 Glucose (C) (40mM)	set1IT080 Glucose (C) (20mM)	set1IT081 Glucose (C) (20mM)	set1IT082 4-Hydroxyvalerate (C) (40mM)	set1IT083 4-Hydroxyvalerate (C) (40mM)	set1IT084 Acetate Carbon Source (20mM)	set1IT085 Acetate Carbon Source (20mM)	set1IT086 Acetate Carbon Source (5mM)	set1IT087 Acetate Carbon Source (5mM)	set5IT075 D-Glucose (C)	set5IT076 D-Glucose (C)	set5IT081 Levulinic Acid (C)	set5IT082 Levulinic Acid (C)	set5IT083 Levulinic Acid (C)	set5IT084 Levulinic Acid (C)
Putida	PP_4917	PP_4917		3',5'-cyclic-nucleotide phosphodiesterase	-1.118	-0.872	-2.108	-1.666	-1.696	-1.029	-1.114	-1.474	-0.672	-0.579	-1.003	-1.152	-0.553	-0.401	-0.284	-0.043
Putida	PP_4918	PP_4918		conserved protein of unknown function	-0.061	0.294	0.211	0.136	-0.229	-0.275	0.124	-0.001	0.073	0.031	0.188	0.164	-0.494	-0.360	-0.131	-0.082
Putida	PP_4919	PP_4919		ADP-ribose/sugar pyrophosphatase	-0.053	-0.021	0.111	0.029	-0.123	0.028	0.032	0.028	-0.172	0.161	-0.178	0.038	0.062	-0.014	-0.033	0.022
Putida	PP_4920	PP_4920		putative Lipoprotein	0.050	-0.234	-0.031	-0.138	0.025	-0.086	-0.108	0.088	-0.078	-0.002	-0.008	-0.061	-0.157	-0.186	0.018	-0.056
Putida	PP_4921	PP_4921		Transporter, NCS1 nucleoside transporter family	0.212	-0.146	0.088	-0.154	-0.040	-0.013	-0.137	-0.203	0.010	-0.239	0.102	0.041	0.155	0.029	-0.004	-0.015
Putida	PP_4922	PP_4922		Phosphomethylpyrimidine synthase	-0.045	0.025	0.060	-0.072	-0.008	0.098	-0.052	-0.006	-0.100	-0.301	0.117	0.058	0.096	0.143	0.127	0.026
Putida	PP_4923	PP_4923		Outer membrane efflux protein	-0.002	0.049	-0.147	-0.087	-0.329	-0.168	0.011	0.109	-0.061	0.098	-0.004	0.092	-0.163	-0.177	-0.049	-0.086
Putida	PP_4924	PP_4924		Serine protease, subtilase family	0.003	0.124	0.085	0.027	0.058	0.008	0.068	0.067	0.024	-0.003	-0.012	-0.047	-0.030	0.057	0.055	-0.008
Putida	PP_4925	PP_4925		conserved protein of unknown function	-0.000	-0.315	-0.352	-0.227	0.263	0.212	0.170	0.005	-0.458	-0.463	0.251	-0.289	0.041	0.221	0.347	0.250
Putida	PP_4926	PP_4926		HlyD family secretion protein	0.157	0.134	0.019	-0.004	0.337	0.697	0.176	0.134	0.197	0.158	-0.097	-0.015	-0.019	-0.218	-0.098	-0.005
Putida	PP_4927	PP_4927		Cyclolysin secretion/processing ATP-binding protein CyaB	0.032	-0.121	0.032	0.002	0.085	0.014	0.088	-0.022	-0.028	0.041	-0.076	0.030	0.118	0.021	-0.015	-0.074
Putida	PP_4929	PP_4929		Transcriptional regulator, LysR family	-0.298	0.084	0.081	0.374	0.335	-0.096	0.207	0.113	-0.029	-0.089	-0.205	-0.169	-0.008	-0.094	-0.056	0.034
Putida	PP_4930	PP_4930		putative small multidrug resistance protein	-0.131	-0.062	0.212	0.074	-0.487	-0.346	-0.078	-0.173	-0.347	-0.345	0.207	0.033	-0.243	0.516	0.432	0.012
Putida	PP_4933	PP_4933		conserved protein of unknown function	0.074	0.155	0.220	0.252	0.383	0.129	0.418	0.372	0.545	0.397	-0.003	-0.055	-0.121	-0.034	0.071	0.009
Putida	PP_4936	PP_4936		O-antigen polymerase	0.233	0.215	-0.016	0.361	0.881	0.897	0.321	0.574	0.062	-0.325	0.328	0.537	0.425	0.188	0.306	0.408
Putida	PP_4937	PP_4937		toluene tolerance protein	0.160	-0.345	0.098	-0.197	-1.542	-1.185	-0.225	0.266	0.462	0.255	-0.493	-0.473	-0.050	0.102	-0.002	-0.407
Putida	PP_4938	PP_4938		putative Glycosyl transferase	-0.115	-0.106	-0.492	0.001	0.439	0.695	-0.054	0.421	-0.459	-0.790	-0.137	0.180	0.315	-0.075	0.161	0.121
Putida	PP_4939	PP_4939		conserved protein of unknown function	0.103	-0.017	-0.123	0.092	0.258	0.056	0.144	0.054	0.185	-0.239	-0.069	0.116	0.156	0.073	0.134	0.236
Putida	PP_4940	PP_4940		Putative glycosyltransferase	-0.176	-0.498	-0.291	-0.109	-0.549	0.168	0.319	0.571	-0.816	-2.063	0.110	0.047	0.154	0.538	0.205	0.305
Putida	PP_4941	PP_4941		conserved exported protein of unknown function	-0.036	-0.104	-0.128	0.037	0.030	-0.018	-0.256	0.035	-0.197	-0.118	0.051	-0.073	0.906	0.817	0.110	-0.094
Putida	PP_4942	PP_4942		conserved protein of unknown function	0.321	-0.465	0.565	0.381	0.347	0.711	-0.001	0.787	0.480	-0.527	-0.715	-0.616	0.917	0.459	0.091	-0.051
Putida	PP_4943	PP_4943		putative Glycosyl transferase	-0.610	-1.228	-0.108	0.159	-0.840	0.152	0.462	0.659	-0.900	-2.538	-0.311	-0.340	-0.272	1.589	0.503	-0.162
Putida	PP_4944	PP_4944		Carbamoyltransferase	0.141	-0.122	-0.274	-0.179	-0.030	0.195	0.204	-0.229	0.101	-0.011	0.221	-0.089	1.872	1.340	0.518	0.498
Putida	PP_4945	PP_4945		23S rRNA m(6)A2030 methyltransferase	0.114	0.155	0.034	0.203	-0.194	-0.008	-0.015	0.058	0.074	0.246	-0.008	-0.092	-0.041	0.235	-0.115	-0.030
Putida	PP_4946	PP_4946		sodium/L-proline transporter	0.338	0.035	-0.023	0.188	0.178	0.163	0.080	0.165	0.005	-0.108	0.167	0.083	0.241	0.301	0.291	0.114
Putida	PP_4947	PP_4947		proline dehydrogenase/1-pyrroline-5-carboxylate dehydrogenase	0.196	0.189	0.103	0.132	0.862	0.884	-0.292	-0.302	-0.225	-0.279	0.078	0.062	-0.031	0.008	0.165	0.118
Putida	PP_4948	PP_4948		Acyl-CoA dehydrogenase family protein	0.076	0.119	0.152	0.070	-0.075	-0.010	0.091	0.135	0.042	0.097	-0.097	-0.034	0.160	0.176	0.055	-0.079
Putida	PP_4949	PP_4949		putative peptidase, TldD/PmbA family	0.530	-0.076	0.294	0.032	0.218	0.213	0.183	0.365	0.189	0.379	-0.003	-0.143	0.007	-0.353	-0.080	-0.092
Putida	PP_4950	PP_4950		conserved protein of unknown function	0.083	0.014	0.051	0.127	-0.159	0.187	-0.061	-0.131	0.071	-0.211	-0.068	-0.133	0.186	0.113	0.097	-0.130
Putida	PP_4951	PP_4951		Drug resistance transporter, EmrB/QacA family	-0.089	-0.116	-0.177	-0.153	-0.146	-0.063	-0.073	0.053	-0.255	0.004	-0.271	0.032	-0.156	-0.132	-0.131	0.042
Putida	PP_4952	PP_4952		ATP-dependent RNA helicase, specific for 23S rRNA	-0.739	0.021	-0.342	0.081	0.104	-0.697	-0.893	0.190	-0.561	0.299	-1.080	-0.087	-0.185	-0.046	0.006	-0.240
Putida	PP_4953	PP_4953		putative oxidoreductase with FAD/NAD(P)-binding domain	-0.077	-0.166	-0.269	-0.077	-0.263	-0.289	-0.149	-0.224	0.076	-0.016	0.122	-0.059	-0.191	0.051	0.163	-0.351
Putida	PP_4954	PP_4954		conserved membrane protein of unknown function	0.304	0.154	0.055	-0.116	0.223	0.105	0.034	0.134	-0.108	0.090	0.096	0.066	-0.072	0.005	-0.005	0.123
Putida	PP_4955	PP_4955		conserved exported protein of unknown function	-0.005	0.160	-0.001	0.245	0.116	-0.013	0.088	0.075	0.014	0.143	-0.026	0.044	0.282	0.029	0.169	0.118
Putida	PP_4956	PP_4956		putative acyltransferase	0.036	0.074	0.185	0.252	0.112	0.321	0.135	0.094	0.045	0.368	0.154	0.045	-0.017	-0.143	-0.063	0.135
Putida	PP_4957	PP_4957		conserved protein of unknown function	0.258	0.030	0.208	0.217	0.447	0.159	0.253	0.024	0.175	-0.142	0.047	-0.183	0.402	0.273	-0.135	-0.532
Putida	PP_4958	PP_4958		putative metal-dependent hydrolase	-0.000	-0.058	0.129	-0.027	-0.018	0.168	0.129	0.182	0.049	0.214	-0.118	-0.080	0.033	-0.044	0.034	-0.065
Putida	PP_4959	PP_4959		diguanylate cyclase	0.179	0.163	0.074	0.072	-0.094	-0.263	0.328	0.233	0.208	0.492	0.115	0.074	0.028	0.141	-0.022	0.058
Putida	PP_4961	PP_4961		putative Lipoprotein	-0.033	-0.067	-0.143	-0.189	-0.258	-0.538	0.036	-0.183	-0.048	-0.625	0.105	0.030	-0.001	0.294	0.200	0.370
Putida	PP_4964	PP_4964		D-erythrose 4-phosphate dehydrogenase	-1.358	-0.889	-1.459	-1.683	-2.057	-1.700	-2.002	-1.984	-1.702	-1.427	-0.648	-0.678	-3.071	-0.955	-1.915	-1.881
Putida	PP_4966	PP_4966		transcriptional regulator of methionine metabolism	0.738	0.468	-0.203	-0.002	-0.394	-0.008	-0.088	-0.617	-0.110	0.293	-0.584	-0.712	-0.217	0.181	-0.451	-0.697
Putida	PP_4968	PP_4968		DNA ligase B	-0.084	-0.155	-0.122	-0.028	0.136	0.071	0.007	-0.101	-0.130	0.036	0.023	0.184	-0.084	0.063	0.021	0.126
Putida	PP_4971	PP_4971		putative Outer membrane-bound lytic murein transglycolase A	-0.019	-0.236	0.055	0.067	-0.416	-0.327	-0.223	-0.376	-0.176	-0.117	0.115	0.055	0.056	0.039	0.017	0.054
Putida	PP_4972	PP_4972		conserved exported protein of unknown function	-0.188	0.009	-0.090	0.014	0.239	-0.164	0.072	0.012	0.012	-0.047	0.056	-0.082	0.195	0.061	0.224	0.093
Putida	PP_4973	PP_4973		conserved membrane protein of unknown function	-0.059	-0.159	0.128	0.174	0.322	0.670	0.014	0.159	0.128	0.059	-0.123	-0.034	-0.066	-0.206	-0.059	0.050
Putida	PP_4974	PP_4974		NhaP-type Na+/H+ and K+/H+ antiporters	-0.024	0.326	0.159	-0.048	-0.172	-0.159	0.097	0.128	0.018	0.082	0.224	0.106	0.336	0.238	0.278	0.290
Putida	PP_4975	PP_4975		Long-chain acyl-CoA thioester hydrolase family protein	-0.070	0.121	-0.184	0.209	-0.110	-0.433	0.699	0.479	0.313	0.370	0.158	-0.194	0.694	0.599	0.685	1.041
Putida	PP_4977	PP_4977		5,10-methylenetetrahydrofolate reductase	-0.042	-0.191	-0.140	-0.105	-1.118	-0.796	-0.438	-0.366	-0.235	-0.166	-0.117	-0.046	-0.946	-1.029	-0.688	-0.500
Putida	PP_4978	PP_4978		conserved protein of unknown function	0.034	0.018	0.140	-0.326	-0.167	-0.141	-0.083	-0.138	0.107	-0.326	0.156	0.054	-0.008	0.131	0.306	-0.083
Putida	PP_4979	PP_4979		putative Periplasmic binding protein	-0.154	-0.006	-0.119	-0.125	0.062	-0.263	-0.261	-0.057	-0.284	-0.375	-0.022	0.022	0.162	0.328	0.012	-0.030
Putida	PP_4980	PP_4980		ATP-dependent RNA helicase	-0.228	-0.121	-0.250	-0.186	-0.120	-0.427	-0.102	0.341	-0.076	-0.196	0.087	-0.090	-0.385	-0.201	-0.121	-0.307
Putida	PP_4981	PP_4981		polyisoprene-binding protein, acidic stress response factor	-0.064	0.632	-0.473	-0.104	-0.312	-0.648	0.294	0.394	0.028	0.432	0.410	0.384	-0.050	-0.476	-0.165	-0.402
Putida	PP_4982	PP_4982		putative cytochrome b561, iron-regulated	0.147	0.051	-0.602	0.055	0.261	-0.037	-0.003	-0.062	-0.160	-0.301	-0.076	-0.137	-0.196	-0.117	-0.387	-0.085
Putida	PP_4983	PP_4983		putative amine oxidase	-0.071	-0.275	-0.110	-0.048	-0.136	-0.073	-0.190	-0.389	-0.124	0.078	-0.037	-0.173	-0.087	-0.078	-0.059	-0.027
Putida	PP_4984	PP_4984		Adenosylmethionine-8-amino-7-oxononanoate aminotransferase	0.077	0.230	0.319	0.295	0.114	0.186	0.035	0.210	0.153	0.144	0.013	0.088	0.047	0.146	0.017	0.101
Putida	PP_4985	PP_4985		16S rRNA m3U1498 methyltransferase	0.176	-0.044	0.194	0.119	-0.033	0.190	0.430	0.126	0.225	-0.254	0.038	0.304	0.398	-0.006	0.222	0.165
Putida	PP_4986	PP_4986		Channel protein, hemolysin III family	0.175	-0.020	-0.034	0.296	-0.113	0.063	0.023	0.097	0.115	0.220	0.224	0.032	0.202	0.330	0.170	-0.019
Putida	PP_4988	PP_4988		signal transduction histidine kinase CheA/CheY-like receiver	-0.333	-0.387	-0.739	-0.427	-1.280	-1.335	-0.965	-0.830	-1.093	-1.351	-0.410	-0.609	-0.123	-0.301	-0.222	-0.339
Putida	PP_4989	PP_4989		Protein PilJ	-0.481	-0.297	-0.441	-0.476	-0.565	-0.487	-0.836	-0.308	-0.112	-1.235	-0.188	0.004	0.364	0.380	-0.330	0.073
Putida	PP_4993	PP_4993		Glutathione synthetase	-0.318	-0.465	-0.214	-0.199	-0.979	-1.009	-0.934	-0.668	-0.191	-0.358	-0.395	-0.360	-2.319	-1.642	-1.842	-2.346
Putida	PP_4994	PP_4994		conserved protein of unknown function	0.314	0.233	0.424	0.537	1.343	1.728	1.799	1.772	1.355	1.524	-1.105	-2.017	-0.179	-0.364	0.219	0.240
Putida	PP_4995	PP_4995		putative protein possibly involved in the control of exopolysaccharide production	-0.003	0.023	0.258	0.246	0.101	0.135	0.358	0.299	0.357	0.305	0.156	-0.094	-0.057	-0.250	0.113	-0.046
Putida	PP_4997	PP_4997		pyrimidine operon regulatory protein/uracil phosphoribosyltransferase	-0.395	-1.274	-0.120	0.299	-1.087	-0.751	0.066	-0.269	-0.437	-0.340	-1.112	-0.081	0.207	-0.470	0.006	0.733
Putida	PP_4999	PP_4999		dihydroorotase-like protein	-4.848	-4.773	-4.992	-4.796	-4.755	-4.458	-4.810	-4.788	-3.905	-3.678	-4.040	-4.034	-3.225	-3.972	-3.892	-2.553
Putida	PP_5000	PP_5000		peptidase component of the ATP-dependent HslVU protease	-0.612	-0.399	-0.824	-0.682	0.065	-0.151	-0.403	-0.036	-0.173	-0.684	0.195	-0.051	-1.164	0.494	0.088	0.252
Putida	PP_5001	PP_5001		protease HslVU, ATPase component	0.171	0.318	-0.007	0.109	0.297	-0.146	-0.066	0.524	-0.137	-0.916	0.117	0.059	-0.027	-0.958	-0.084	0.338
Putida	PP_5003	PP_5003		poly(3-hydroxyalkanoate) polymerase 1	-0.058	0.110	0.096	0.071	0.288	0.330	0.629	0.407	0.542	0.449	-0.040	-0.093	0.251	0.178	0.151	0.240
Putida	PP_5004	PP_5004		Poly(3-hydroxyalkanoate) depolymerase	0.429	0.306	0.033	0.318	0.218	-0.031	0.294	0.022	-0.093	0.329	-0.202	0.146	-0.083	-0.347	-0.060	-0.027
Putida	PP_5005	PP_5005		Poly(3-hydroxyalkanoate) polymerase 2	-0.147	-0.068	0.092	-0.007	0.259	0.069	0.503	0.493	0.272	0.321	-0.023	-0.002	0.317	0.222	0.246	0.291
Putida	PP_5006	PP_5006		Transcriptional regulator, TetR family	0.017	0.142	0.249	0.083	0.195	0.060	0.074	-0.151	0.154	0.404	-0.075	0.100	-0.202	0.034	0.061	0.048
Putida	PP_5007	PP_5007		Polyhydroxyalkanoate granule-associated protein GA2	-0.328	0.139	-0.085	-0.345	0.185	0.293	0.021	-0.325	-0.302	-0.478	-0.975	-0.635	-0.724	-0.743	-0.327	-0.352
Putida	PP_5008	PP_5008		Poly granule-associated protein	-0.195	0.619	0.730	-0.516	-1.322	0.060	0.042	0.707	0.577	0.470	-0.787	-0.208	-0.146	-0.243	0.113	-0.189
Putida	PP_5009	PP_5009		conserved protein of unknown function	0.197	0.061	-0.017	-0.057	-0.018	0.138	0.016	-0.014	-0.104	-0.096	0.004	0.009	0.048	0.047	0.014	0.057
Putida	PP_5014	PP_5014		Phosphoribosyl-AMP cyclohydrolase	-4.761	-4.695	-4.362	-4.714	-4.113	-4.347	-4.252	-3.841	-3.533	-3.658	-5.432	-4.954	-5.835	-4.681	-4.801	-5.086
Putida	PP_5015	PP_5015		Phosphoribosyl-ATP pyrophosphatase	-4.196	-5.244	-4.350	-4.460	-4.870	-3.767	-3.190	-5.243	-2.352	-3.949	-4.745	-4.868	-5.386	-4.126	-4.899	-4.011
Putida	PP_5017	PP_5017		Sec-independent protein translocase protein TatB	0.676	0.550	0.752	0.386	-0.095	0.206	1.155	-0.046	0.422	-0.298	0.477	0.329	0.382	-0.650	-0.650	-0.079
Putida	PP_5020	PP_5020		putative methyl-accepting chemotaxis protein	0.062	0.205	0.122	0.067	0.077	0.318	0.073	0.156	0.220	-0.035	0.024	-0.214	-0.008	0.039	-0.029	-0.003
Putida	PP_5021	PP_5021		Methyl-accepting chemotaxis transducer	-0.232	-0.099	0.055	-0.002	0.050	-0.010	-0.011	-0.025	-0.168	0.215	0.072	-0.192	0.506	-0.298	-0.037	0.092
Putida	PP_5022	PP_5022		Glutamine transport ATP-binding protein GlnQ	-0.811	-0.923	-0.651	0.171	-0.266	0.437	-0.253	-0.993	-0.268	-1.082	-0.614	-0.549	-0.663	0.190	0.249	0.071
Putida	PP_5023	PP_5023		Amino acid ABC transporter, permease protein	0.030	0.185	0.004	-0.047	0.744	0.745	0.105	-0.181	0.352	-0.008	0.009	0.089	0.601	0.212	0.039	0.071
Putida	PP_5024	PP_5024		Amino acid ABC transporter, periplasmic amino acid-binding protein	-0.003	0.092	0.030	0.066	0.883	0.817	0.077	0.143	-0.041	-0.003	-0.060	-0.012	0.387	0.412	0.238	0.249
Putida	PP_5025	PP_5025		Glucans biosynthesis glucosyltransferase H	0.283	0.079	0.081	0.333	0.102	0.132	-0.005	0.096	0.219	0.183	0.132	0.141	0.193	0.041	-0.238	0.018
Putida	PP_5026	PP_5026		Glucans biosynthesis protein G	0.303	0.144	0.176	0.074	0.179	-0.037	-0.009	0.138	-0.020	0.045	-0.116	0.016	-0.191	-0.222	0.042	0.114
Putida	PP_5027	PP_5027		D-tyrosyl-tRNA(Tyr) deacylase	0.190	0.170	-0.195	-0.636	0.741	0.229	0.134	0.855	0.638	1.055	0.335	0.137	-0.217	0.458	0.007	0.234
Putida	PP_5028	PP_5028		proline iminopeptidase	-0.600	-0.566	-0.486	-0.601	-0.946	-0.936	-1.333	-1.903	-0.785	-1.604	-0.650	-0.611	-0.203	-0.696	-0.356	-0.464
Putida	PP_5029	PP_5029		N-formylglutamate deformylase	0.244	0.129	0.246	-0.024	0.069	0.053	0.001	0.055	-0.007	-0.167	-0.007	0.076	0.075	0.000	-0.088	0.022
Putida	PP_5030	PP_5030		Imidazolonepropionase	-0.165	-0.040	-0.260	-0.529	-0.090	-0.132	-0.168	0.172	0.044	-0.274	-0.080	0.005	-0.103	-0.023	-0.136	0.103
Putida	PP_5031	PP_5031		proline (histidine) APC transporter	0.173	0.039	0.139	0.040	0.023	-0.130	-0.043	0.098	0.080	0.121	0.064	-0.056	0.115	0.064	-0.030	0.055
Putida	PP_5032	PP_5032		Histidine ammonia-lyase	0.160	-0.055	-0.184	-0.125	0.043	-0.036	-0.056	-0.174	0.178	0.189	0.074	-0.050	-0.010	-0.191	0.020	0.059
Putida	PP_5033	PP_5033		Urocanate hydratase	-0.095	-0.112	-0.096	-0.037	0.148	0.059	-0.188	-0.152	0.072	-0.028	-0.051	-0.032	0.044	0.081	0.006	-0.130
Putida	PP_5034	PP_5034		Uncharacterized 21.2 kDa protein in hutC 3'region	-0.117	-0.070	0.075	-0.383	-0.110	0.115	-0.077	0.104	-0.120	-0.286	-0.114	0.075	0.164	-0.095	0.195	0.193
Putida	PP_5035	PP_5035		Histidine utilization repressor	-0.773	-1.009	-0.828	-1.142	-1.159	-0.988	-2.417	-1.971	-0.800	-1.409	-0.311	-0.533	-1.238	-0.795	-0.620	-0.733
Putida	PP_5036	PP_5036		probable formiminoglutamate deiminase	0.274	-0.014	0.092	-0.047	0.032	-0.067	0.037	-0.164	0.296	-0.034	-0.139	-0.043	0.163	-0.289	-0.178	-0.142
Putida	PP_5037	PP_5037		lipocalin family lipoprotein	0.043	0.031	0.011	-0.227	-0.018	0.061	0.022	-0.031	0.004	-0.022	-0.056	-0.242	-0.118	0.047	-0.156	-0.169
Putida	PP_5038	PP_5038		conserved lipoprotein of unknown function	0.186	0.125	0.383	0.047	0.195	-0.256	-0.143	0.441	-0.178	-0.797	0.177	0.033	-0.188	-0.171	0.087	0.435
Putida	PP_5039	PP_5039		conserved protein of unknown function	0.022	0.006	0.168	-0.214	0.122	0.465	0.345	0.475	-1.249	0.298	-0.270	0.402	-0.179	-0.116	-0.383	-0.182
Putida	PP_5041	PP_5041		glycogen phosphorylase	0.078	0.130	0.037	0.074	-1.049	-1.208	-0.155	-0.256	0.131	-0.000	0.074	-0.013	-0.138	-0.107	-0.023	-0.148
Putida	PP_5042	PP_5042		conserved protein of unknown function	-0.011	-0.271	0.099	-0.022	0.088	-0.298	-0.283	0.161	0.248	-0.148	-0.245	-0.051	-0.032	0.132	-0.104	-0.073
Putida	PP_5043	PP_5043		putative PhoPQ-activated pathogenicity-related protein	0.203	0.111	0.034	0.106	0.173	0.108	0.149	0.225	0.170	-0.095	0.231	0.029	0.105	0.085	-0.010	0.069
Putida	PP_5045	PP_5045		tRNA sulfurtransferase	-0.012	-0.115	0.156	0.297	1.047	1.203	-0.155	-0.066	-0.127	0.201	0.082	0.015	0.237	0.048	0.243	0.371
Putida	PP_5047	PP_5047		two-component system sensory histidine kinase/phosphatase GlnL/GlnG	-0.393	-0.354	0.017	-0.350	0.167	-0.220	-0.277	-0.396	0.088	0.140	-0.556	-0.608	-0.511	-0.516	-0.176	-0.271
Putida	PP_5048	PP_5048		two-component system DNA-binding transcriptional dual regulator GlnL/GlnG	-0.690	-1.097	-0.570	-1.243	-0.475	0.008	-0.227	0.040	-0.182	0.076	-1.076	-1.223	-0.022	-0.043	-0.169	-0.164
Putida	PP_5051	PP_5051		conserved protein of unknown function	-0.160	-0.290	0.304	-0.050	0.012	0.349	-0.389	0.724	0.252	0.178	-0.307	0.258	0.190	0.298	0.250	-0.211
Putida	PP_5052	PP_5052		tRNA(Leu) mC34,mU34 2'-O-ribose methyltransferase, AdoMet-dependent	0.294	0.024	-0.043	-0.230	-0.132	0.352	0.133	0.502	0.095	0.234	-0.037	0.579	0.280	0.224	0.532	0.650
Putida	PP_5053	PP_5053		Protein-export protein SecB	0.539	0.459	0.457	0.541	2.210	2.698	1.617	1.652	1.728	1.704	0.505	0.362	1.177	0.628	1.194	1.297
Putida	PP_5054	PP_5054		glutaredoxin 3	-0.168	-0.300	0.025	-0.272	0.432	1.322	-0.217	-0.753	-0.134	-0.040	-0.406	0.220	-0.866	-0.278	-0.525	0.124
Putida	PP_5055	PP_5055		Sulfurtransferase	-0.283	-0.223	-0.219	0.117	0.140	-0.542	0.167	-0.030	0.586	0.275	-0.324	-0.385	-0.443	0.020	-0.229	-0.271
Putida	PP_5057	PP_5057		Peptidase, M23/M37 family	-0.133	-0.003	-0.093	0.027	0.003	-0.266	-0.080	-0.197	-0.142	-0.098	0.088	0.011	-0.285	-0.076	-0.101	-0.061
Putida	PP_5058	PP_5058		Carboxy-terminal-processing protease	-0.077	-0.405	-0.184	0.128	-1.423	-1.499	-0.116	-0.057	-0.129	0.302	-0.441	-0.241	-2.179	-1.813	-1.066	-1.434
Putida	PP_5059	PP_5059		conserved exported protein of unknown function	-0.256	-0.068	-0.499	-0.159	0.155	0.009	0.051	-0.515	-0.057	-0.129	-0.181	-0.117	-0.321	-0.390	0.094	-0.151
Putida	PP_5060	PP_5060		conserved protein of unknown function	0.077	0.047	0.040	0.090	0.067	0.066	-0.032	0.100	0.117	0.065	0.024	-0.037	0.122	0.071	0.062	0.092
Putida	PP_5061	PP_5061		Choline transporter	0.226	0.059	0.125	-0.004	-0.034	-0.032	-0.035	0.085	0.074	0.069	-0.032	0.018	-0.058	-0.091	-0.047	-0.078
Putida	PP_5063	PP_5063		betaine aldehyde dehydrogenase, NAD-dependent	0.111	-0.196	0.080	0.096	0.231	0.101	0.094	0.248	0.269	0.185	-0.009	-0.073	0.132	-0.197	0.087	0.222
Putida	PP_5064	PP_5064		choline dehydrogenase	0.058	0.157	0.082	-0.014	-0.052	0.044	-0.160	0.002	0.135	-0.081	0.063	0.144	0.304	0.203	0.217	0.056
Putida	PP_5065	PP_5065		conserved protein of unknown function	-0.036	-0.024	-0.033	0.080	0.014	-0.089	-0.048	-0.001	-0.038	-0.133	-0.001	0.055	-0.019	-0.087	-0.071	-0.016
Putida	PP_5066	PP_5066		K(+)/H(+) antiporter NhaP2	-0.177	-0.216	-0.387	0.235	0.415	0.656	-0.077	-0.338	-0.061	-0.119	-0.163	-0.268	0.426	0.228	0.342	0.318
Putida	PP_5067	PP_5067		mechanosensitive channel protein, intermediate (smaller, MscS-like) conductance, K+ efflux	0.234	-0.078	-0.049	0.286	-0.114	0.030	0.080	-0.003	-0.025	-0.090	0.074	0.039	0.105	0.049	0.077	-0.136
Putida	PP_5068	PP_5068		conserved protein of unknown function, UPF0061 family	-0.116	0.090	-0.035	0.141	-0.132	-0.118	0.036	0.118	0.108	0.030	-0.068	0.081	0.088	-0.151	0.013	0.026
Putida	PP_5069	PP_5069		Thioredoxin 2	-0.041	-0.294	0.109	-0.020	-0.151	-0.291	0.025	-0.397	0.065	-0.381	-0.037	-0.168	-0.164	-0.445	-0.057	0.132
Putida	PP_5070	PP_5070		ParA family protein	0.250	0.172	0.099	-0.153	0.042	0.212	0.145	0.305	-0.244	0.139	0.037	0.141	0.150	0.103	0.295	0.119
Putida	PP_5071	PP_5071		putative DNA-binding transcriptional regulator	-0.189	-0.163	0.046	-0.058	0.194	-0.231	0.060	-0.473	0.030	0.070	0.167	-0.081	0.086	0.400	-0.163	-0.064
Putida	PP_5072	PP_5072		efflux transporter	-0.020	0.030	-0.101	-0.129	-0.115	0.016	-0.012	0.015	0.038	-0.077	0.048	0.020	-0.032	0.081	-0.097	0.116
Putida	PP_5073	PP_5073		conserved exported protein of unknown function	0.130	0.591	0.133	-0.329	-0.114	-1.030	0.313	-0.018	0.342	0.595	0.173	0.186	0.271	-0.243	-0.453	0.121
Putida	PP_5075	PP_5075		glutamate synthase (NADPH) beta subunit	-0.300	-0.229	-0.158	-0.159	0.183	-0.038	0.067	0.070	0.197	0.055	-1.863	-1.873	-0.134	-0.207	-0.376	-0.343
Putida	PP_5076	PP_5076		L-glutamate synthase(NADPH) alpha subunit	-0.050	-0.133	0.030	0.061	0.811	0.785	0.298	0.398	0.195	0.124	-1.444	-1.559	0.032	-0.079	-0.285	-0.317
Putida	PP_5077	PP_5077		conserved protein of unknown function	0.276	-0.374	0.052	-0.142	0.289	0.117	0.015	-0.083	0.129	-0.154	-0.052	-0.094	-0.238	0.017	-0.277	0.036
Putida	PP_5080	PP_5080		type 4 pili biogenesis protein	0.061	0.073	-0.079	0.234	0.055	0.147	0.326	-0.038	0.346	0.007	-0.002	0.064	-0.081	0.024	0.166	0.061
Putida	PP_5081	PP_5081		Type IV pili biogenesis protein	-0.088	-0.004	0.029	0.095	-0.089	0.029	-0.038	-0.052	0.009	-0.244	-0.003	0.103	0.108	0.101	0.002	0.149
Putida	PP_5082	PP_5082		Type IV pili biogenesis protein PilN	-0.264	0.130	0.193	-0.030	-0.070	-0.089	0.105	-0.043	0.032	0.319	0.126	0.096	-0.013	-0.023	0.066	0.204
Putida	PP_5083	PP_5083		putative Type IV pili biogenesis protein PilM	0.142	0.432	-0.430	0.076	-0.512	0.479	0.021	-0.155	0.625	-0.022	-0.322	0.157	0.200	0.626	0.018	-0.117
